Year,Month,Group,Sub Group,Description,Rural,Urban,Combined,,
2018,March,2,,Pan, tobacco, and intoxicants,7.56,7.72,F
2018,April,2,,Pan, tobacco, and intoxicants,8.1,7.91,F
2018,May,2,,Pan, tobacco, and intoxicants,7.9,8,F
2018,June,2,,Pan, tobacco, and intoxicants,7.89,8.05,F
2018,July,2,,Pan, tobacco, and intoxicants,5.9,6.28,F
2018,August,2,,Pan, tobacco, and intoxicants,4.97,5.41,F
2018,September,2,,Pan, tobacco, and intoxicants,5.27,5.57,F
2018,October,2,,Pan, tobacco, and intoxicants,6.05,6.07,F
2018,November,2,,Pan, tobacco, and intoxicants,6.44,6.14,F
2018,December,2,,Pan, tobacco, and intoxicants,6.01,5.71,F
2019,January,2,,Pan, tobacco, and intoxicants,5.92,5.49,F
2019,February,2,,Pan, tobacco, and intoxicants,6.2,5.49,F
2019,March,2,,Pan, tobacco, and intoxicants,5.03,4.61,F
2019,April,2,,Pan, tobacco, and intoxicants,4.36,4.27,F
2019,May,2,,Pan, tobacco, and intoxicants,4.01,3.93,F
2019,June,2,,Pan, tobacco, and intoxicants,4.39,4.17,F
2019,July,2,,Pan, tobacco, and intoxicants,5.38,4.89,F
2019,August,2,,Pan, tobacco, and intoxicants,5.56,5,F
2019,September,2,,Pan, tobacco, and intoxicants,5.07,4.59,F
2019,October,2,,Pan, tobacco, and intoxicants,4.2,3.92,F
2019,November,2,,Pan, tobacco, and intoxicants,3.27,3.26,F
2019,December,2,,Pan, tobacco, and intoxicants,3.33,3.37,F
2020,January,2,,Pan, tobacco, and intoxicants,3.63,3.68,F
2020,February,2,,Pan, tobacco, and intoxicants,4.05,4.1,F
2020,March,2,,Pan, tobacco, and intoxicants,4.67,4.71,F
2020,June,2,,Pan, tobacco, and intoxicants,11.08,11.28,F
2020,July,2,,Pan, tobacco, and intoxicants,9.97,10.53,F
2020,August,2,,Pan, tobacco, and intoxicants,10.78,11.22,F
2020,September,2,,Pan, tobacco, and intoxicants,10.26,10.69,F
2020,October,2,,Pan, tobacco, and intoxicants,10.28,10.59,F
2020,November,2,,Pan, tobacco, and intoxicants,9.81,10.42,F
2020,December,2,,Pan, tobacco, and intoxicants,10.01,10.68,F
2021,January,2,,Pan, tobacco, and intoxicants,10.2,10.87,F
2021,February,2,,Pan, tobacco, and intoxicants,10.09,10.7,F
2021,March,2,,Pan, tobacco, and intoxicants,9.15,9.87,F
2021,April,2,,Pan, tobacco, and intoxicants,9.18,9.01,F
2021,May,2,,Pan, tobacco, and intoxicants,10.75,10.03,F
2021,June,2,,Pan, tobacco, and intoxicants,3.67,3.98,F
2021,July,2,,Pan, tobacco, and intoxicants,4.86,4.71,F
2021,August,2,,Pan, tobacco, and intoxicants,3.99,4.01,F
2021,September,2,,Pan, tobacco, and intoxicants,4.27,4.23,F
2021,October,2,,Pan, tobacco, and intoxicants,4.25,4.27,F
2021,November,2,,Pan, tobacco, and intoxicants,4.25,4.05,F
2021,December,2,,Pan, tobacco, and intoxicants,3.36,3.16,F
2022,January,2,,Pan, tobacco, and intoxicants,2.64,2.45,F
2022,February,2,,Pan, tobacco, and intoxicants,2.68,2.39,F
2022,March,2,,Pan, tobacco, and intoxicants,3.33,2.98,F
2022,April,2,,Pan, tobacco, and intoxicants,3.21,2.7,F
2022,May,2,,Pan, tobacco, and intoxicants,1.74,1.15,F
2022,June,2,,Pan, tobacco, and intoxicants,2.01,1.83,F
2022,July,2,,Pan, tobacco, and intoxicants,1.85,1.78,F
2022,August,2,,Pan, tobacco, and intoxicants,1.84,1.67,F
2022,September,2,,Pan, tobacco, and intoxicants,2.1,1.98,F
2022,October,2,,Pan, tobacco, and intoxicants,1.94,1.87,F
2022,November,2,,Pan, tobacco, and intoxicants,2.14,2.07,F
2022,December,2,,Pan, tobacco, and intoxicants,2.67,2.55,F
2023,January,2,,Pan, tobacco, and intoxicants,3.25,3.12,F
2023,February,2,,Pan, tobacco, and intoxicants,3.29,3.22,F
2023,March,2,,Pan, tobacco, and intoxicants,3.17,2.99,F
2023,April,2,,Pan, tobacco, and intoxicants,3.48,3.46,F
2023,May,2,,Pan, tobacco, and intoxicants,3.63,3.55,F
2023,June,2,,Pan, tobacco, and intoxicants,3.89,3.71,F
2023,July,2,,Pan, tobacco, and intoxicants,4.04,3.85,F
2023,August,2,,Pan, tobacco, and intoxicants,4.13,4.1,F
2023,September,2,,Pan, tobacco, and intoxicants,3.96,3.88,F
2023,October,2,,Pan, tobacco, and intoxicants,3.9,3.87,F
2023,November,2,,Pan, tobacco, and intoxicants,3.79,3.81,F
2023,December,2,,Pan, tobacco, and intoxicants,3.68,3.65,F
2024,January,2,,Pan, tobacco, and intoxicants,3.2,3.28,F
2024,February,2,,Pan, tobacco, and intoxicants,2.98,3.12,F
2024,March,2,,Pan, tobacco, and intoxicants,2.82,3.11,F
2024,April,2,,Pan, tobacco, and intoxicants,2.71,2.99,F
2024,May,2,,Pan, tobacco, and intoxicants,2.8,3.03,F
2024,June,2,,Pan, tobacco, and intoxicants,2.84,3.08,F
2024,July,2,,Pan, tobacco, and intoxicants,2.74,3.02,F
2024,August,2,,Pan, tobacco, and intoxicants,2.53,2.71,F
2024,September,2,,Pan, tobacco, and intoxicants,2.32,2.51,F
2024,October,2,,Pan, tobacco, and intoxicants,2.42,2.5,F
2024,November,2,,Pan, tobacco, and intoxicants,2.56,2.35,F
2024,December,2,,Pan, tobacco, and intoxicants,2.76,2.49,F
2025,January,2,,Pan, tobacco, and intoxicants,2.51,2.3,F
2025,February,2,,Pan, tobacco, and intoxicants,2.6,2.44,F
2025,March,2,,Pan, tobacco, and intoxicants,2.79,2.48,F
2025,April,2,,Pan, tobacco, and intoxicants,2.29,2.08,F
2025,May,2,,Pan, tobacco, and intoxicants,2.38,2.41,P
2014,January,3,3.1.01,Clothing,9.39,8.4,8.94,,
2014,February,3,3.1.01,Clothing,9.34,8.16,8.89,,
2014,March,3,3.1.01,Clothing,9.2,8.02,8.75,,
2014,April,3,3.1.01,Clothing,9.25,7.78,8.7,,
2014,May,3,3.1.01,Clothing,9.1,7.65,8.56,,
2014,June,3,3.1.01,Clothing,9.12,7.51,8.49,,
2014,July,3,3.1.01,Clothing,9.23,7.47,8.53,,
2014,August,3,3.1.01,Clothing,8.63,7.23,8.11,,
2014,September,3,3.1.01,Clothing,7.99,7,7.58,,
2014,October,3,3.1.01,Clothing,8.01,6.31,7.33,,
2014,November,3,3.1.01,Clothing,7.59,5.99,6.92,,
2014,December,3,3.1.01,Clothing,6.91,5.69,6.42,,
2015,January,3,3.1.01,Clothing,6.78,5.4,6.3,,
2015,February,3,3.1.01,Clothing,7.09,5.2,6.36,,
2015,March,3,3.1.01,Clothing,7.23,5.09,6.42,,
2015,April,3,3.1.01,Clothing,7.03,4.99,6.22,,
2015,May,3,3.1.01,Clothing,7.25,4.79,6.27,,
2015,June,3,3.1.01,Clothing,7.27,4.94,6.4,,
2015,July,3,3.1.01,Clothing,6.71,4.66,5.94,,
2015,August,3,3.1.01,Clothing,7.11,4.3,6,,
2015,September,3,3.1.01,Clothing,7.15,4.03,5.97,,
2015,October,3,3.1.01,Clothing,6.85,4.01,5.76,,
2015,November,3,3.1.01,Clothing,7.14,3.91,5.9,,
2015,December,3,3.1.01,Clothing,7.03,3.89,5.79,,
2016,January,3,3.1.01,Clothing,7.07,3.97,5.85,,
2016,February,3,3.1.01,Clothing,6.78,4.04,5.74,,
2016,March,3,3.1.01,Clothing,6.67,3.86,5.63,,
2016,April,3,3.1.01,Clothing,6.8,3.85,5.69,,
2016,May,3,3.1.01,Clothing,6.36,3.92,5.42,,
2016,June,3,3.1.01,Clothing,6.15,3.57,5.14,,
2016,July,3,3.1.01,Clothing,6.52,3.56,5.37,,
2016,August,3,3.1.01,Clothing,6.41,3.72,5.42,,
2016,September,3,3.1.01,Clothing,6.21,3.79,5.24,,
2016,October,3,3.1.01,Clothing,6.48,3.78,5.45,,
2016,November,3,3.1.01,Clothing,5.9,3.68,5.03,,
2016,December,3,3.1.01,Clothing,5.96,3.67,5.09,,
2017,January,3,3.1.01,Clothing,5.63,3.5,4.83,,
2017,February,3,3.1.01,Clothing,5.23,3.41,4.51,,
2017,March,3,3.1.01,Clothing,5.36,3.48,4.57,,
2017,April,3,3.1.01,Clothing,5.48,3.47,4.7,,
2017,May,3,3.1.01,Clothing,5.24,3.38,4.54,,
2017,June,3,3.1.01,Clothing,4.99,3.06,4.21,,
2017,July,3,3.1.01,Clothing,5.17,2.89,4.34,,
2017,August,3,3.1.01,Clothing,5.44,3.43,4.62,,
2017,September,3,3.1.01,Clothing,5.49,3.57,4.83,,
2017,October,3,3.1.01,Clothing,5.44,3.8,4.8,,
2017,November,3,3.1.01,Clothing,5.93,4.17,5.3,,
2017,December,3,3.1.01,Clothing,5.41,4.31,4.99,,
2018,January,3,3.1.01,Clothing,5.4,4.45,5.05,,
2018,February,3,3.1.01,Clothing,5.54,4.44,5.12,,
2018,March,3,3.1.01,Clothing,5.37,4.51,5.1,,
2018,April,3,3.1.01,Clothing,5.41,5.03,5.29,,
2018,May,3,3.1.01,Clothing,5.82,5.4,5.64,,
2018,June,3,3.1.01,Clothing,5.73,5.63,5.7,,
2018,July,3,3.1.01,Clothing,4.99,6.08,5.38,,
2018,August,3,3.1.01,Clothing,4.68,5.5,4.99,,
2018,September,3,3.1.01,Clothing,4.11,5.63,4.68,,
2018,October,3,3.1.01,Clothing,2.38,5.6,3.59,,
2018,November,3,3.1.01,Clothing,2.36,5.48,3.5,,
2018,December,3,3.1.01,Clothing,2.43,5.24,3.49,,
2019,January,3,3.1.01,Clothing,1.55,5.15,2.86,,
2019,February,3,3.1.01,Clothing,1.21,5.14,2.71,,
2019,March,3,3.1.01,Clothing,1.07,4.97,2.49,,
2019,April,3,3.1.01,Clothing,0.47,4.43,1.93,,
2019,May,3,3.1.01,Clothing,0.33,3.9,1.64,,
2019,June,3,3.1.01,Clothing,0.07,3.89,1.5,,
2019,July,3,3.1.01,Clothing,0.07,3.65,1.43,,
2019,August,3,3.1.01,Clothing,-0.2,3.57,1.22,,
2019,September,3,3.1.01,Clothing,-0.26,3.2,1.02,,
2019,October,3,3.1.01,Clothing,0.66,3.11,1.56,,
2019,November,3,3.1.01,Clothing,0.4,2.74,1.28,,
2019,December,3,3.1.01,Clothing,0.66,2.87,1.49,,
2020,January,3,3.1.01,Clothing,1.46,2.8,1.96,,
2020,February,3,3.1.01,Clothing,1.66,2.79,2.1,,
2020,March,3,3.1.01,Clothing,1.72,2.93,2.23,,
2020,June,3,3.1.01,Clothing,2.18,3.33,2.62,,
2020,July,3,3.1.01,Clothing,2.31,3.66,2.82,,
2020,August,3,3.1.01,Clothing,2.37,3.59,2.88,,
2020,September,3,3.1.01,Clothing,2.64,3.58,3.02,,
2020,October,3,3.1.01,Clothing,3.03,3.56,3.28,,
2020,November,3,3.1.01,Clothing,3.09,3.83,3.4,,
2020,December,3,3.1.01,Clothing,3.21,3.88,3.46,,
2021,January,3,3.1.01,Clothing,3.53,4.35,3.85,,
2021,February,3,3.1.01,Clothing,4.05,4.75,4.31,,
2021,March,3,3.1.01,Clothing,4.04,5.01,4.37,,
2021,April,3,3.1.01,Clothing,4.42,2.16,3.52,,
2021,May,3,3.1.01,Clothing,7.34,2.29,5.34,,
2021,June,3,3.1.01,Clothing,6.85,5.5,6.36,,
2021,July,3,3.1.01,Clothing,7.03,5.27,6.34,,
2021,August,3,3.1.01,Clothing,7.46,5.79,6.78,,
2021,September,3,3.1.01,Clothing,7.71,6.18,7.09,,
2021,October,3,3.1.01,Clothing,8.06,6.42,7.39,,
2021,November,3,3.1.01,Clothing,8.54,6.85,7.87,,
2021,December,3,3.1.01,Clothing,9.08,7.08,8.36,,
2022,January,3,3.1.01,Clothing,9.48,7.37,8.7,,
2022,February,3,3.1.01,Clothing,9.36,7.39,8.58,,
2022,March,3,3.1.01,Clothing,9.9,7.74,9.06,,
2022,April,3,3.1.01,Clothing,10.45,8.02,9.51,,
2022,May,3,3.1.01,Clothing,8.47,8.63,8.53,,
2022,June,3,3.1.01,Clothing,9.32,9.09,9.19,,
2022,July,3,3.1.01,Clothing,9.64,9.37,9.52,,
2022,August,3,3.1.01,Clothing,9.7,9.31,9.58,,
2022,September,3,3.1.01,Clothing,10.14,9.51,9.9,,
2022,October,3,3.1.01,Clothing,10.18,9.14,9.78,,
2022,November,3,3.1.01,Clothing,9.86,8.87,9.51,,
2022,December,3,3.1.01,Clothing,9.49,8.82,9.2,,
2023,January,3,3.1.01,Clothing,9.12,8.5,8.83,,
2023,February,3,3.1.01,Clothing,8.9,8.27,8.67,,
2023,March,3,3.1.01,Clothing,8.32,7.84,8.13,,
2023,April,3,3.1.01,Clothing,7.44,7.48,7.48,,
2023,May,3,3.1.01,Clothing,6.64,6.65,6.66,,
2023,June,3,3.1.01,Clothing,6.2,6.06,6.15,,
2023,July,3,3.1.01,Clothing,5.71,5.5,5.66,,
2023,August,3,3.1.01,Clothing,5.29,5.24,5.24,,
2023,September,3,3.1.01,Clothing,4.66,4.69,4.64,,
2023,October,3,3.1.01,Clothing,4.14,4.96,4.45,,
2023,November,3,3.1.01,Clothing,3.85,4.41,4.04,,
2023,December,3,3.1.01,Clothing,3.56,4,3.75,,
2024,January,3,3.1.01,Clothing,3.33,3.58,3.46,,
2024,February,3,3.1.01,Clothing,3.06,3.4,3.18,,
2024,March,3,3.1.01,Clothing,3.05,3.11,3.12,,
2024,April,3,3.1.01,Clothing,2.88,2.93,2.89,,
2024,May,3,3.1.01,Clothing,2.77,2.98,2.83,,
2024,June,3,3.1.01,Clothing,2.71,2.91,2.77,,
2024,July,3,3.1.01,Clothing,2.65,2.96,2.76,,
2024,August,3,3.1.01,Clothing,2.64,2.9,2.75,,
2024,September,3,3.1.01,Clothing,2.69,3,2.8,,
2024,October,3,3.1.01,Clothing,2.79,2.71,2.79,,
2024,November,3,3.1.01,Clothing,2.83,2.76,2.78,,
2024,December,3,3.1.01,Clothing,2.87,2.81,2.83,,
2025,January,3,3.1.01,Clothing,2.71,2.81,2.72,,
2025,February,3,3.1.01,Clothing,2.71,2.86,2.77,,
2025,March,3,3.1.01,Clothing,2.66,2.91,2.71,,
2025,April,3,3.1.01,Clothing,2.55,2.95,2.7,,
2025,May,3,3.1.01,Clothing,2.65,2.95,2.8,,
2014,January,3,3.1.02,Footwear,8.22,6,7.3,,
2014,February,3,3.1.02,Footwear,7.71,5.88,6.89,,
2014,March,3,3.1.02,Footwear,7.58,5.75,6.76,,
2014,April,3,3.1.02,Footwear,8.1,5.73,7.1,,
2014,May,3,3.1.02,Footwear,8.25,5.81,7.26,,
2014,June,3,3.1.02,Footwear,7.81,5.6,6.94,,
2014,July,3,3.1.02,Footwear,8.04,5.38,6.89,,
2014,August,3,3.1.02,Footwear,7.8,5.36,6.76,,
2014,September,3,3.1.02,Footwear,7,5.05,6.16,,
2014,October,3,3.1.02,Footwear,7.12,4.74,6.21,,
2014,November,3,3.1.02,Footwear,6.54,4.62,5.81,,
2014,December,3,3.1.02,Footwear,5.79,4.42,5.24,,
2015,January,3,3.1.02,Footwear,6.2,4.31,5.39,,
2015,February,3,3.1.02,Footwear,7.16,4.3,6,,
2015,March,3,3.1.02,Footwear,6.96,4.28,5.89,,
2015,April,3,3.1.02,Footwear,6.2,4.18,5.41,,
2015,May,3,3.1.02,Footwear,6.25,3.99,5.3,,
2015,June,3,3.1.02,Footwear,6.65,3.89,5.54,,
2015,July,3,3.1.02,Footwear,6.09,3.79,5.16,,
2015,August,3,3.1.02,Footwear,6.31,3.59,5.22,,
2015,September,3,3.1.02,Footwear,6.38,3.58,5.29,,
2015,October,3,3.1.02,Footwear,5.82,3.39,4.83,,
2015,November,3,3.1.02,Footwear,6.39,3.38,5.15,,
2015,December,3,3.1.02,Footwear,6.55,3.2,5.23,,
2016,January,3,3.1.02,Footwear,6,3.19,4.86,,
2016,February,3,3.1.02,Footwear,5.79,3.09,4.75,,
2016,March,3,3.1.02,Footwear,5.94,2.91,4.73,,
2016,April,3,3.1.02,Footwear,5.92,2.82,4.64,,
2016,May,3,3.1.02,Footwear,5.64,2.81,4.53,,
2016,June,3,3.1.02,Footwear,5.2,2.98,4.26,,
2016,July,3,3.1.02,Footwear,5.34,2.71,4.33,,
2016,August,3,3.1.02,Footwear,5.3,2.71,4.31,,
2016,September,3,3.1.02,Footwear,5.28,2.53,4.21,,
2016,October,3,3.1.02,Footwear,5.5,2.61,4.28,,
2016,November,3,3.1.02,Footwear,4.91,2.35,3.86,,
2016,December,3,3.1.02,Footwear,5.21,2.26,4.01,,
2017,January,3,3.1.02,Footwear,5.35,2.09,4.08,,
2017,February,3,3.1.02,Footwear,4.62,2,3.58,,
2017,March,3,3.1.02,Footwear,4.61,2.08,3.57,,
2017,April,3,3.1.02,Footwear,4.75,2.07,3.72,,
2017,May,3,3.1.02,Footwear,4.73,2.07,3.63,,
2017,June,3,3.1.02,Footwear,4.64,1.73,3.54,,
2017,July,3,3.1.02,Footwear,4.46,2.15,3.53,,
2017,August,3,3.1.02,Footwear,4.66,2.39,3.74,,
2017,September,3,3.1.02,Footwear,4.64,2.47,3.73,,
2017,October,3,3.1.02,Footwear,4.69,2.46,3.87,,
2017,November,3,3.1.02,Footwear,5.2,2.7,4.25,,
2017,December,3,3.1.02,Footwear,4.96,2.78,4.08,,
2018,January,3,3.1.02,Footwear,4.79,2.94,4.07,,
2018,February,3,3.1.02,Footwear,4.86,2.94,4.07,,
2018,March,3,3.1.02,Footwear,4.99,3.18,4.29,,
2018,April,3,3.1.02,Footwear,4.75,3.58,4.27,,
2018,May,3,3.1.02,Footwear,4.95,3.81,4.57,,
2018,June,3,3.1.02,Footwear,5.08,4.46,4.86,,
2018,July,3,3.1.02,Footwear,5.07,4.2,4.77,,
2018,August,3,3.1.02,Footwear,4.74,3.78,4.36,,
2018,September,3,3.1.02,Footwear,4.58,3.77,4.27,,
2018,October,3,3.1.02,Footwear,2.77,3.92,3.21,,
2018,November,3,3.1.02,Footwear,2.83,3.83,3.19,,
2018,December,3,3.1.02,Footwear,2.82,3.74,3.18,,
2019,January,3,3.1.02,Footwear,1.97,3.57,2.58,,
2019,February,3,3.1.02,Footwear,2.6,3.73,3.02,,
2019,March,3,3.1.02,Footwear,2.17,3.55,2.72,,
2019,April,3,3.1.02,Footwear,2.09,3.06,2.49,,
2019,May,3,3.1.02,Footwear,1.73,2.97,2.18,,
2019,June,3,3.1.02,Footwear,1.24,2.33,1.67,,
2019,July,3,3.1.02,Footwear,1.03,2.33,1.52,,
2019,August,3,3.1.02,Footwear,0.55,2.48,1.3,,
2019,September,3,3.1.02,Footwear,0.34,2.24,1.08,,
2019,October,3,3.1.02,Footwear,1.52,2,1.73,,
2019,November,3,3.1.02,Footwear,1.03,1.84,1.37,,
2019,December,3,3.1.02,Footwear,0.96,1.92,1.36,,
2020,January,3,3.1.02,Footwear,1.59,2.15,1.8,,
2020,February,3,3.1.02,Footwear,0.96,2.06,1.43,,
2020,March,3,3.1.02,Footwear,1.03,1.98,1.43,,
2020,June,3,3.1.02,Footwear,2.39,3.72,2.85,,
2020,July,3,3.1.02,Footwear,1.84,2.5,2.06,,
2020,August,3,3.1.02,Footwear,2.25,3.1,2.63,,
2020,September,3,3.1.02,Footwear,2.73,2.95,2.84,,
2020,October,3,3.1.02,Footwear,2.93,3.02,2.91,,
2020,November,3,3.1.02,Footwear,3.13,3.09,3.12,,
2020,December,3,3.1.02,Footwear,3.46,3.39,3.4,,
2021,January,3,3.1.02,Footwear,3.87,3.53,3.75,,
2021,February,3,3.1.02,Footwear,4.41,3.6,4.09,,
2021,March,3,3.1.02,Footwear,4.61,3.66,4.23,,
2021,April,3,3.1.02,Footwear,4.73,0.72,3.13,,
2021,May,3,3.1.02,Footwear,8.37,1.15,5.48,,
2021,June,3,3.1.02,Footwear,6.6,2.86,5.12,,
2021,July,3,3.1.02,Footwear,7.9,4.96,6.76,,
2021,August,3,3.1.02,Footwear,8.47,4.77,7,,
2021,September,3,3.1.02,Footwear,8.63,5.51,7.4,,
2021,October,3,3.1.02,Footwear,9.14,5.87,7.87,,
2021,November,3,3.1.02,Footwear,9.5,6.29,8.25,,
2021,December,3,3.1.02,Footwear,9.78,6.85,8.62,,
2022,January,3,3.1.02,Footwear,10.58,7.69,9.47,,
2022,February,3,3.1.02,Footwear,11.04,8.75,10.1,,
2022,March,3,3.1.02,Footwear,12.18,10.02,11.29,,
2022,April,3,3.1.02,Footwear,12.89,10.91,12.12,,
2022,May,3,3.1.02,Footwear,10.34,11.2,10.72,,
2022,June,3,3.1.02,Footwear,11.76,12.03,11.92,,
2022,July,3,3.1.02,Footwear,11.92,11.84,11.89,,
2022,August,3,3.1.02,Footwear,11.75,12.04,11.85,,
2022,September,3,3.1.02,Footwear,12.04,12.6,12.23,,
2022,October,3,3.1.02,Footwear,11.89,12.6,12.16,,
2022,November,3,3.1.02,Footwear,11.57,12.53,11.94,,
2022,December,3,3.1.02,Footwear,11.12,12.13,11.53,,
2023,January,3,3.1.02,Footwear,10.04,11.31,10.52,,
2023,February,3,3.1.02,Footwear,9.3,10.51,9.79,,
2023,March,3,3.1.02,Footwear,7.97,9.44,8.57,,
2023,April,3,3.1.02,Footwear,6.97,8.54,7.63,,
2023,May,3,3.1.02,Footwear,6.04,7.83,6.71,,
2023,June,3,3.1.02,Footwear,5.48,7.05,6.06,,
2023,July,3,3.1.02,Footwear,4.83,6.49,5.49,,
2023,August,3,3.1.02,Footwear,4.07,6.06,4.81,,
2023,September,3,3.1.02,Footwear,3.33,5.26,4.07,,
2023,October,3,3.1.02,Footwear,2.77,4.92,3.59,,
2023,November,3,3.1.02,Footwear,2.48,4.59,3.29,,
2023,December,3,3.1.02,Footwear,2.37,4.07,3.05,,
2024,January,3,3.1.02,Footwear,2.2,3.93,2.87,,
2024,February,3,3.1.02,Footwear,2.14,3.49,2.64,,
2024,March,3,3.1.02,Footwear,2.19,3.17,2.57,,
2024,April,3,3.1.02,Footwear,2.03,3.04,2.4,,
2024,May,3,3.1.02,Footwear,1.7,2.91,2.17,,
2024,June,3,3.1.02,Footwear,1.54,2.85,2.05,,
2024,July,3,3.1.02,Footwear,1.48,2.84,1.99,,
2024,August,3,3.1.02,Footwear,1.69,2.65,2.1,,
2024,September,3,3.1.02,Footwear,1.58,2.64,1.98,,
2024,October,3,3.1.02,Footwear,1.79,2.7,2.15,,
2024,November,3,3.1.02,Footwear,1.9,2.63,2.2,,
2024,December,3,3.1.02,Footwear,1.79,2.57,2.08,,
2025,January,3,3.1.02,Footwear,1.84,2.44,2.08,,
2025,February,3,3.1.02,Footwear,1.68,2.44,2.02,,
2025,March,3,3.1.02,Footwear,1.67,2.5,1.96,,
2025,April,3,3.1.02,Footwear,1.78,2.49,2.07,,
2025,May,3,3.1.02,Footwear,1.94,2.54,2.18,,
2014,January,3,,Clothing and footwear,9.21,8.03,8.66,,
2014,February,3,,Clothing and footwear,9.07,7.8,8.52,,
2014,March,3,,Clothing and footwear,9.02,7.66,8.48,,
2014,April,3,,Clothing and footwear,9.07,7.43,8.43,,
2014,May,3,,Clothing and footwear,9.12,7.29,8.39,,
2014,June,3,,Clothing and footwear,8.95,7.16,8.23,,
2014,July,3,,Clothing and footwear,9.07,7.21,8.27,,
2014,August,3,,Clothing and footwear,8.64,6.99,8.04,,
2014,September,3,,Clothing and footwear,7.82,6.57,7.33,,
2014,October,3,,Clothing and footwear,7.85,6.16,7.27,,
2014,November,3,,Clothing and footwear,7.43,5.75,6.85,,
2014,December,3,,Clothing and footwear,6.75,5.54,6.27,,
2015,January,3,,Clothing and footwear,6.71,5.16,6.15,,
2015,February,3,,Clothing and footwear,7.11,5.14,6.38,,
2015,March,3,,Clothing and footwear,7.08,4.95,6.27,,
2015,April,3,,Clothing and footwear,6.96,4.84,6.07,,
2015,May,3,,Clothing and footwear,7,4.65,6.04,,
2015,June,3,,Clothing and footwear,7.29,4.8,6.26,,
2015,July,3,,Clothing and footwear,6.65,4.51,5.88,,
2015,August,3,,Clothing and footwear,6.88,4.24,5.85,,
2015,September,3,,Clothing and footwear,7.09,4.05,5.91,,
2015,October,3,,Clothing and footwear,6.79,3.95,5.62,,
2015,November,3,,Clothing and footwear,7,3.93,5.76,,
2015,December,3,,Clothing and footwear,6.97,3.75,5.74,,
2016,January,3,,Clothing and footwear,6.94,3.91,5.71,,
2016,February,3,,Clothing and footwear,6.72,3.9,5.6,,
2016,March,3,,Clothing and footwear,6.61,3.8,5.5,,
2016,April,3,,Clothing and footwear,6.67,3.71,5.56,,
2016,May,3,,Clothing and footwear,6.31,3.78,5.37,,
2016,June,3,,Clothing and footwear,5.94,3.52,5.01,,
2016,July,3,,Clothing and footwear,6.39,3.42,5.23,,
2016,August,3,,Clothing and footwear,6.28,3.58,5.21,,
2016,September,3,,Clothing and footwear,6.08,3.65,5.19,,
2016,October,3,,Clothing and footwear,6.28,3.56,5.24,,
2016,November,3,,Clothing and footwear,5.86,3.46,4.98,,
2016,December,3,,Clothing and footwear,5.91,3.45,4.96,,
2017,January,3,,Clothing and footwear,5.58,3.28,4.71,,
2017,February,3,,Clothing and footwear,5.1,3.19,4.38,,
2017,March,3,,Clothing and footwear,5.23,3.27,4.52,,
2017,April,3,,Clothing and footwear,5.36,3.34,4.58,,
2017,May,3,,Clothing and footwear,5.19,3.17,4.41,,
2017,June,3,,Clothing and footwear,4.94,2.84,4.17,,
2017,July,3,,Clothing and footwear,5.13,2.76,4.22,,
2017,August,3,,Clothing and footwear,5.4,3.22,4.58,,
2017,September,3,,Clothing and footwear,5.37,3.37,4.63,,
2017,October,3,,Clothing and footwear,5.33,3.59,4.68,,
2017,November,3,,Clothing and footwear,5.82,3.89,5.04,,
2017,December,3,,Clothing and footwear,5.37,4.04,4.87,,
2018,January,3,,Clothing and footwear,5.36,4.19,4.94,,
2018,February,3,,Clothing and footwear,5.42,4.18,4.93,,
2018,March,3,,Clothing and footwear,5.33,4.32,4.91,,
2018,April,3,,Clothing and footwear,5.3,4.77,5.11,,
2018,May,3,,Clothing and footwear,5.64,5.22,5.47,,
2018,June,3,,Clothing and footwear,5.62,5.53,5.6,,
2018,July,3,,Clothing and footwear,4.95,5.75,5.28,,
2018,August,3,,Clothing and footwear,4.71,5.25,4.88,,
2018,September,3,,Clothing and footwear,4.2,5.38,4.64,,
2018,October,3,,Clothing and footwear,2.46,5.35,3.55,,
2018,November,3,,Clothing and footwear,2.38,5.24,3.46,,
2018,December,3,,Clothing and footwear,2.45,5.07,3.38,,
2019,January,3,,Clothing and footwear,1.63,4.99,2.88,,
2019,February,3,,Clothing and footwear,1.42,4.97,2.73,,
2019,March,3,,Clothing and footwear,1.21,4.73,2.52,,
2019,April,3,,Clothing and footwear,0.67,4.26,2.01,,
2019,May,3,,Clothing and footwear,0.6,3.8,1.8,,
2019,June,3,,Clothing and footwear,0.27,3.64,1.52,,
2019,July,3,,Clothing and footwear,0.2,3.48,1.37,,
2019,August,3,,Clothing and footwear,-0.13,3.4,1.23,,
2019,September,3,,Clothing and footwear,-0.2,3.02,0.96,,
2019,October,3,,Clothing and footwear,0.8,3.01,1.65,,
2019,November,3,,Clothing and footwear,0.46,2.63,1.3,,
2019,December,3,,Clothing and footwear,0.73,2.7,1.5,,
2020,January,3,,Clothing and footwear,1.47,2.69,1.91,,
2020,February,3,,Clothing and footwear,1.6,2.69,2.05,,
2020,March,3,,Clothing and footwear,1.6,2.82,2.11,,
2020,June,3,,Clothing and footwear,2.26,3.37,2.71,,
2020,July,3,,Clothing and footwear,2.25,3.57,2.78,,
2020,August,3,,Clothing and footwear,2.32,3.57,2.77,,
2020,September,3,,Clothing and footwear,2.65,3.49,2.97,,
