Year,Month,Group,Sub Group,Description,Rural,Urban,Combined,,
2014,January,1,1.1.01,Cereals and products,10.6,9.68,10.33,,
2014,February,1,1.1.01,Cereals and products,9.34,7.97,8.88,,
2014,March,1,1.1.01,Cereals and products,8.98,7.2,8.35,,
2014,April,1,1.1.01,Cereals and products,9.07,6.89,8.33,,
2014,May,1,1.1.01,Cereals and products,8.48,6.33,7.84,,
2014,June,1,1.1.01,Cereals and products,7.48,5.21,6.77,,
2014,July,1,1.1.01,Cereals and products,7.32,5.09,6.62,,
2014,August,1,1.1.01,Cereals and products,6.56,5.49,6.14,,
2014,September,1,1.1.01,Cereals and products,5.98,4.72,5.58,,
2014,October,1,1.1.01,Cereals and products,5.42,4.79,5.21,,
2014,November,1,1.1.01,Cereals and products,4.6,3.92,4.4,,
2014,December,1,1.1.01,Cereals and products,3.38,2.9,3.19,,
2015,January,1,1.1.01,Cereals and products,3.53,2.31,3.18,,
2015,February,1,1.1.01,Cereals and products,3.35,1.97,2.91,,
2015,March,1,1.1.01,Cereals and products,2.66,1.56,2.32,,
2015,April,1,1.1.01,Cereals and products,2.58,1.06,2.15,,
2015,May,1,1.1.01,Cereals and products,2.66,0.9,2.06,,
2015,June,1,1.1.01,Cereals and products,2.82,0.41,1.98,,
2015,July,1,1.1.01,Cereals and products,1.89,-0.48,1.06,,
2015,August,1,1.1.01,Cereals and products,2.38,-1.36,1.22,,
2015,September,1,1.1.01,Cereals and products,2.29,-0.64,1.38,,
2015,October,1,1.1.01,Cereals and products,2.45,-0.8,1.46,,
2015,November,1,1.1.01,Cereals and products,2.77,-0.4,1.7,,
2015,December,1,1.1.01,Cereals and products,3.19,0.24,2.28,,
2016,January,1,1.1.01,Cereals and products,3.01,0.56,2.19,,
2016,February,1,1.1.01,Cereals and products,3,0.4,2.18,,
2016,March,1,1.1.01,Cereals and products,3.24,0.65,2.43,,
2016,April,1,1.1.01,Cereals and products,3.33,0.89,2.51,,
2016,May,1,1.1.01,Cereals and products,3.32,0.97,2.59,,
2016,June,1,1.1.01,Cereals and products,3.63,1.86,3.07,,
2016,July,1,1.1.01,Cereals and products,4.27,2.92,3.88,,
2016,August,1,1.1.01,Cereals and products,4.33,3.66,4.11,,
2016,September,1,1.1.01,Cereals and products,4.56,3.81,4.25,,
2016,October,1,1.1.01,Cereals and products,4.54,4.13,4.4,,
2016,November,1,1.1.01,Cereals and products,4.68,5,4.78,,
2016,December,1,1.1.01,Cereals and products,4.99,5.87,5.25,,
2017,January,1,1.1.01,Cereals and products,4.97,6.01,5.31,,
2017,February,1,1.1.01,Cereals and products,4.88,6.41,5.3,,
2017,March,1,1.1.01,Cereals and products,4.95,6.33,5.38,,
2017,April,1,1.1.01,Cereals and products,4.55,6.24,5.06,,
2017,May,1,1.1.01,Cereals and products,4.31,6.08,4.81,,
2017,June,1,1.1.01,Cereals and products,3.81,5.56,4.39,,
2017,July,1,1.1.01,Cereals and products,3.63,4.73,3.97,,
2017,August,1,1.1.01,Cereals and products,3.61,4.39,3.87,,
2017,September,1,1.1.01,Cereals and products,3.36,4.29,3.7,,
2017,October,1,1.1.01,Cereals and products,3.5,4.04,3.68,,
2017,November,1,1.1.01,Cereals and products,3.26,3.15,3.27,,
2017,December,1,1.1.01,Cereals and products,2.87,2.13,2.65,,
2018,January,1,1.1.01,Cereals and products,2.63,1.82,2.41,,
2018,February,1,1.1.01,Cereals and products,2.33,1.51,2.1,,
2018,March,1,1.1.01,Cereals and products,2.4,1.73,2.18,,
2018,April,1,1.1.01,Cereals and products,2.93,1.73,2.56,,
2018,May,1,1.1.01,Cereals and products,3.23,1.81,2.78,,
2018,June,1,1.1.01,Cereals and products,3.07,1.81,2.7,,
2018,July,1,1.1.01,Cereals and products,3.28,2.11,2.92,,
2018,August,1,1.1.01,Cereals and products,3.26,2.48,2.98,,
2018,September,1,1.1.01,Cereals and products,3.11,2.54,2.9,,
2018,October,1,1.1.01,Cereals and products,2.5,2.76,2.59,,
2018,November,1,1.1.01,Cereals and products,0.59,2.83,1.25,,
2018,December,1,1.1.01,Cereals and products,0.51,3.05,1.25,,
2019,January,1,1.1.01,Cereals and products,0,2.75,0.81,,
2019,February,1,1.1.01,Cereals and products,0.29,3.41,1.25,,
2019,March,1,1.1.01,Cereals and products,0.07,3.48,1.17,,
2019,April,1,1.1.01,Cereals and products,0,3.7,1.17,,
2019,May,1,1.1.01,Cereals and products,0,4,1.24,,
2019,June,1,1.1.01,Cereals and products,0.15,3.99,1.31,,
2019,July,1,1.1.01,Cereals and products,0,4.28,1.31,,
2019,August,1,1.1.01,Cereals and products,0,4.1,1.3,,
2019,September,1,1.1.01,Cereals and products,0.5,4.16,1.66,,
2019,October,1,1.1.01,Cereals and products,1.22,4.29,2.16,,
2019,November,1,1.1.01,Cereals and products,3.43,4.34,3.71,,
2019,December,1,1.1.01,Cereals and products,4.16,4.62,4.36,,
2020,January,1,1.1.01,Cereals and products,5.2,5.28,5.25,,
2020,February,1,1.1.01,Cereals and products,5.41,4.88,5.23,,
2020,March,1,1.1.01,Cereals and products,5.48,4.87,5.3,,
2020,June,1,1.1.01,Cereals and products,7.55,8.53,7.86,,
2020,July,1,1.1.01,Cereals and products,6.65,7.21,6.89,,
2020,August,1,1.1.01,Cereals and products,5.53,6.62,5.92,,
2020,September,1,1.1.01,Cereals and products,4.21,5.54,4.68,,
2020,October,1,1.1.01,Cereals and products,3.12,4.32,3.53,,
2020,November,1,1.1.01,Cereals and products,1.97,3.4,2.46,,
2020,December,1,1.1.01,Cereals and products,0.42,2.14,0.98,,
2021,January,1,1.1.01,Cereals and products,-0.56,1.51,0.14,,
2021,February,1,1.1.01,Cereals and products,-0.97,0.96,-0.35,,
2021,March,1,1.1.01,Cereals and products,-1.32,0.68,-0.69,,
2021,April,1,1.1.01,Cereals and products,-3.06,-2.77,-2.96,,
2021,May,1,1.1.01,Cereals and products,-1.63,-1.06,-1.42,,
2021,June,1,1.1.01,Cereals and products,-1.75,-2.29,-1.94,,
2021,July,1,1.1.01,Cereals and products,-1.69,-1.65,-1.68,,
2021,August,1,1.1.01,Cereals and products,-1.36,-1.52,-1.42,,
2021,September,1,1.1.01,Cereals and products,-0.41,-0.86,-0.61,,
2021,October,1,1.1.01,Cereals and products,0.48,0.27,0.41,,
2021,November,1,1.1.01,Cereals and products,1.59,1.34,1.51,,
2021,December,1,1.1.01,Cereals and products,2.79,2.43,2.62,,
2022,January,1,1.1.01,Cereals and products,3.78,2.98,3.46,,
2022,February,1,1.1.01,Cereals and products,4.2,3.32,3.95,,
2022,March,1,1.1.01,Cereals and products,5.4,4.2,5,,
2022,April,1,1.1.01,Cereals and products,6.38,5.28,5.96,,
2022,May,1,1.1.01,Cereals and products,5.38,5.31,5.33,,
2022,June,1,1.1.01,Cereals and products,5.63,5.56,5.66,,
2022,July,1,1.1.01,Cereals and products,6.96,6.84,6.9,,
2022,August,1,1.1.01,Cereals and products,10.08,8.65,9.57,,
2022,September,1,1.1.01,Cereals and products,12.04,10.45,11.53,,
2022,October,1,1.1.01,Cereals and products,12.73,10.86,12.08,,
2022,November,1,1.1.01,Cereals and products,13.61,11.52,12.96,,
2022,December,1,1.1.01,Cereals and products,14.52,12.27,13.79,,
2023,January,1,1.1.01,Cereals and products,17.33,13.86,16.25,,
2023,February,1,1.1.01,Cereals and products,17.81,14.62,16.73,,
2023,March,1,1.1.01,Cereals and products,16.05,13.66,15.27,,
2023,April,1,1.1.01,Cereals and products,14.16,12.48,13.67,,
2023,May,1,1.1.01,Cereals and products,13.28,11.49,12.72,,
2023,June,1,1.1.01,Cereals and products,13.39,11.56,12.77,,
2023,July,1,1.1.01,Cereals and products,13.72,11.61,13.04,,
2023,August,1,1.1.01,Cereals and products,12.23,10.92,11.85,,
2023,September,1,1.1.01,Cereals and products,11.36,9.95,10.95,,
2023,October,1,1.1.01,Cereals and products,11.11,9.8,10.71,,
2023,November,1,1.1.01,Cereals and products,10.72,9.38,10.27,,
2023,December,1,1.1.01,Cereals and products,10.31,9.05,9.93,,
2024,January,1,1.1.01,Cereals and products,7.76,7.96,7.83,,
2024,February,1,1.1.01,Cereals and products,7.59,7.72,7.65,,
2024,March,1,1.1.01,Cereals and products,8.61,7.9,8.37,,
2024,April,1,1.1.01,Cereals and products,8.94,8.07,8.63,,
2024,May,1,1.1.01,Cereals and products,8.95,8.19,8.69,,
2024,June,1,1.1.01,Cereals and products,9,8.14,8.75,,
2024,July,1,1.1.01,Cereals and products,8.44,7.54,8.14,,
2024,August,1,1.1.01,Cereals and products,7.6,6.73,7.31,,
2024,September,1,1.1.01,Cereals and products,7.11,6.34,6.84,,
2024,October,1,1.1.01,Cereals and products,7.27,6.24,6.94,,
2024,November,1,1.1.01,Cereals and products,7.2,6.13,6.88,,
2024,December,1,1.1.01,Cereals and products,6.82,5.87,6.51,,
2025,January,1,1.1.01,Cereals and products,6.56,5.56,6.24,,
2025,February,1,1.1.01,Cereals and products,6.36,5.47,6.1,,
2025,March,1,1.1.01,Cereals and products,6.08,5.52,5.93,,
2025,April,1,1.1.01,Cereals and products,5.4,5.13,5.35,,
2025,May,1,1.1.01,Cereals and products,4.82,4.66,4.77,,
2014,January,1,1.1.02,Meat and fish,10.16,11.82,10.72,,
2014,February,1,1.1.02,Meat and fish,8.28,8.06,8.17,,
2014,March,1,1.1.02,Meat and fish,8.55,8.98,8.75,,
2014,April,1,1.1.02,Meat and fish,8.58,7.32,8.12,,
2014,May,1,1.1.02,Meat and fish,9.47,8.67,9.25,,
2014,June,1,1.1.02,Meat and fish,8.47,4.83,7.14,,
2014,July,1,1.1.02,Meat and fish,6.61,6.04,6.44,,
2014,August,1,1.1.02,Meat and fish,6.41,5.73,6.14,,
2014,September,1,1.1.02,Meat and fish,5.79,5.29,5.65,,
2014,October,1,1.1.02,Meat and fish,6.15,6.77,6.45,,
2014,November,1,1.1.02,Meat and fish,6.7,8,7.19,,
2014,December,1,1.1.02,Meat and fish,5.61,5.59,5.57,,
2015,January,1,1.1.02,Meat and fish,5.12,2.87,4.29,,
2015,February,1,1.1.02,Meat and fish,5.69,3.69,4.95,,
2015,March,1,1.1.02,Meat and fish,5.59,4.37,5.11,,
2015,April,1,1.1.02,Meat and fish,5.55,5.34,5.42,,
2015,May,1,1.1.02,Meat and fish,5.74,4.51,5.26,,
2015,June,1,1.1.02,Meat and fish,7.24,6.75,7.07,,
2015,July,1,1.1.02,Meat and fish,7.35,6.25,6.94,,
2015,August,1,1.1.02,Meat and fish,6.92,3.46,5.63,,
2015,September,1,1.1.02,Meat and fish,7.11,2.87,5.59,,
2015,October,1,1.1.02,Meat and fish,6.45,1.98,4.85,,
2015,November,1,1.1.02,Meat and fish,6.53,3.34,5.34,,
2015,December,1,1.1.02,Meat and fish,7.27,5.61,6.66,,
2016,January,1,1.1.02,Meat and fish,8.2,8.29,8.23,,
2016,February,1,1.1.02,Meat and fish,7.48,6.8,7.27,,
2016,March,1,1.1.02,Meat and fish,7.78,7.58,7.74,,
2016,April,1,1.1.02,Meat and fish,7.89,8.66,8.23,,
2016,May,1,1.1.02,Meat and fish,8.18,9.56,8.67,,
2016,June,1,1.1.02,Meat and fish,6.29,7.07,6.6,,
2016,July,1,1.1.02,Meat and fish,6.08,7.37,6.57,,
2016,August,1,1.1.02,Meat and fish,5.71,6.53,6.01,,
2016,September,1,1.1.02,Meat and fish,5.42,6.74,5.83,,
2016,October,1,1.1.02,Meat and fish,5.52,7.62,6.24,,
2016,November,1,1.1.02,Meat and fish,5.21,6.7,5.76,,
2016,December,1,1.1.02,Meat and fish,4.57,4.94,4.72,,
2017,January,1,1.1.02,Meat and fish,3.45,2.21,3.06,,
2017,February,1,1.1.02,Meat and fish,3.44,3.48,3.43,,
2017,March,1,1.1.02,Meat and fish,3.27,2.27,2.89,,
2017,April,1,1.1.02,Meat and fish,2.44,0.93,1.9,,
2017,May,1,1.1.02,Meat and fish,2.04,1.41,1.8,,
2017,June,1,1.1.02,Meat and fish,3.68,3.34,3.56,,
2017,July,1,1.1.02,Meat and fish,3.37,2.91,3.19,,
2017,August,1,1.1.02,Meat and fish,3.1,2.57,2.94,,
2017,September,1,1.1.02,Meat and fish,2.75,3.85,3.19,,
2017,October,1,1.1.02,Meat and fish,3.13,3.18,3.12,,
2017,November,1,1.1.02,Meat and fish,3.71,2.6,3.34,,
2017,December,1,1.1.02,Meat and fish,4.66,3.18,4.14,,
2018,January,1,1.1.02,Meat and fish,4.79,3.46,4.34,,
2018,February,1,1.1.02,Meat and fish,3.9,2.29,3.39,,
2018,March,1,1.1.02,Meat and fish,3.6,2.65,3.31,,
2018,April,1,1.1.02,Meat and fish,4.18,2.63,3.59,,
2018,May,1,1.1.02,Meat and fish,3.85,2.85,3.53,,
2018,June,1,1.1.02,Meat and fish,3.06,0.67,2.2,,
2018,July,1,1.1.02,Meat and fish,3.54,0.13,2.33,,
2018,August,1,1.1.02,Meat and fish,3.98,1.74,3.21,,
2018,September,1,1.1.02,Meat and fish,3.66,0.07,2.39,,
2018,October,1,1.1.02,Meat and fish,4.02,1.47,3.16,,
2018,November,1,1.1.02,Meat and fish,5.82,2.96,4.78,,
2018,December,1,1.1.02,Meat and fish,5.71,3.65,5.02,,
2019,January,1,1.1.02,Meat and fish,5.61,3.97,4.99,,
2019,February,1,1.1.02,Meat and fish,6.47,4.97,5.92,,
2019,March,1,1.1.02,Meat and fish,7.16,5.59,6.55,,
2019,April,1,1.1.02,Meat and fish,8.1,6.51,7.55,,
2019,May,1,1.1.02,Meat and fish,9.47,5.74,8.12,,
2019,June,1,1.1.02,Meat and fish,10.4,6.61,9.01,,
2019,July,1,1.1.02,Meat and fish,9.85,7.81,9.12,,
2019,August,1,1.1.02,Meat and fish,8.8,8.13,8.51,,
2019,September,1,1.1.02,Meat and fish,9.99,10.9,10.29,,
2019,October,1,1.1.02,Meat and fish,9.49,10.28,9.75,,
2019,November,1,1.1.02,Meat and fish,8.55,11,9.38,,
2019,December,1,1.1.02,Meat and fish,8.82,11.3,9.63,,
2020,January,1,1.1.02,Meat and fish,9.7,12.18,10.57,,
2020,February,1,1.1.02,Meat and fish,9.48,11.66,10.2,,
2020,March,1,1.1.02,Meat and fish,8.24,10.85,9.15,,
2020,June,1,1.1.02,Meat and fish,16.39,23.43,18.88,,
2020,July,1,1.1.02,Meat and fish,14.15,23.47,17.33,,
2020,August,1,1.1.02,Meat and fish,13.59,21.98,16.5,,
2020,September,1,1.1.02,Meat and fish,15.07,22.05,17.48,,
2020,October,1,1.1.02,Meat and fish,16.71,22.34,18.63,,
2020,November,1,1.1.02,Meat and fish,15.15,20.5,17.03,,
2020,December,1,1.1.02,Meat and fish,13.43,18.42,15.21,,
2021,January,1,1.1.02,Meat and fish,11.24,14.86,12.54,,
2021,February,1,1.1.02,Meat and fish,9.97,14.14,11.46,,
2021,March,1,1.1.02,Meat and fish,13.55,17.91,15.09,,
2021,April,1,1.1.02,Meat and fish,15.75,18.21,16.68,,
2021,May,1,1.1.02,Meat and fish,9.37,8.61,9.09,,
2021,June,1,1.1.02,Meat and fish,5.15,4.31,4.83,,
2021,July,1,1.1.02,Meat and fish,9.24,6.62,8.33,,
2021,August,1,1.1.02,Meat and fish,10.01,7.82,9.25,,
2021,September,1,1.1.02,Meat and fish,8.48,7.07,7.99,,
2021,October,1,1.1.02,Meat and fish,7.37,6.6,7.12,,
2021,November,1,1.1.02,Meat and fish,5.99,4.7,5.55,,
2021,December,1,1.1.02,Meat and fish,5.07,3.8,4.58,,
2022,January,1,1.1.02,Meat and fish,5.8,4.99,5.47,,
2022,February,1,1.1.02,Meat and fish,7.55,7.27,7.45,,
2022,March,1,1.1.02,Meat and fish,9.82,9.27,9.63,,
2022,April,1,1.1.02,Meat and fish,7.26,6.57,6.97,,
2022,May,1,1.1.02,Meat and fish,8.16,8.27,8.23,,
2022,June,1,1.1.02,Meat and fish,8.55,8.71,8.61,,
2022,July,1,1.1.02,Meat and fish,3.08,2.94,3,,
2022,August,1,1.1.02,Meat and fish,0.89,1.3,1.03,,
2022,September,1,1.1.02,Meat and fish,2.28,3.04,2.55,,
2022,October,1,1.1.02,Meat and fish,3.11,3.12,3.08,,
2022,November,1,1.1.02,Meat and fish,3.7,4.15,3.87,,
2022,December,1,1.1.02,Meat and fish,5.03,5.29,5.13,,
2023,January,1,1.1.02,Meat and fish,5.79,6.48,6.04,,
2023,February,1,1.1.02,Meat and fish,3.43,3.22,3.34,,
2023,March,1,1.1.02,Meat and fish,-1.35,-1.67,-1.42,,
2023,April,1,1.1.02,Meat and fish,-1.34,-0.97,-1.18,,
2023,May,1,1.1.02,Meat and fish,-1.49,-0.81,-1.24,,
2023,June,1,1.1.02,Meat and fish,1.47,1.43,1.46,,
2023,July,1,1.1.02,Meat and fish,2.23,2.26,2.25,,
2023,August,1,1.1.02,Meat and fish,3.43,4.17,3.68,,
2023,September,1,1.1.02,Meat and fish,3.77,4.68,4.06,,
2023,October,1,1.1.02,Meat and fish,3.02,3.72,3.27,,
2023,November,1,1.1.02,Meat and fish,1.79,2.91,2.2,,
2023,December,1,1.1.02,Meat and fish,0.53,2.16,1.1,,
2024,January,1,1.1.02,Meat and fish,0.77,1.95,1.19,,
2024,February,1,1.1.02,Meat and fish,4.83,5.71,5.16,,
2024,March,1,1.1.02,Meat and fish,6.19,6.83,6.4,,
2024,April,1,1.1.02,Meat and fish,7.83,8.94,8.22,,
2024,May,1,1.1.02,Meat and fish,7.09,7.7,7.28,,
2024,June,1,1.1.02,Meat and fish,4.99,6.13,5.39,,
2024,July,1,1.1.02,Meat and fish,5.38,6.94,5.92,,
2024,August,1,1.1.02,Meat and fish,4.26,4.32,4.3,,
2024,September,1,1.1.02,Meat and fish,2.66,2.55,2.62,,
2024,October,1,1.1.02,Meat and fish,3.02,3.41,3.17,,
2024,November,1,1.1.02,Meat and fish,4.74,4.64,4.67,,
2024,December,1,1.1.02,Meat and fish,5.34,5.15,5.3,,
2025,January,1,1.1.02,Meat and fish,5.24,5.2,5.25,,
2025,February,1,1.1.02,Meat and fish,2,2.28,2.11,,
2025,March,1,1.1.02,Meat and fish,0.09,0.71,0.32,,
2025,April,1,1.1.02,Meat and fish,-0.22,-0.6,-0.35,,
2025,May,1,1.1.02,Meat and fish,-0.4,-0.47,-0.39,,
2014,January,1,1.1.03,Egg,11.47,14.96,12.82,,
2014,February,1,1.1.03,Egg,9.98,6.5,8.6,,
2014,March,1,1.1.03,Egg,9.83,7.33,8.81,,
2014,April,1,1.1.03,Egg,10.48,6.89,9.01,,
2014,May,1,1.1.03,Egg,10.39,11.2,10.7,,
2014,June,1,1.1.03,Egg,7.4,2.58,5.46,,
2014,July,1,1.1.03,Egg,6.52,3.51,5.27,,
2014,August,1,1.1.03,Egg,6.03,3.37,5.01,,
2014,September,1,1.1.03,Egg,5.46,2.83,4.45,,
2014,October,1,1.1.03,Egg,5.06,2.88,4.24,,
2014,November,1,1.1.03,Egg,3.18,0.08,1.94,,
2014,December,1,1.1.03,Egg,1.16,-1.71,0,,
2015,January,1,1.1.03,Egg,1.33,-2.54,-0.24,,
2015,February,1,1.1.03,Egg,0.74,-4.02,-1.14,,
2015,March,1,1.1.03,Egg,-1.49,-6.58,-3.47,,
2015,April,1,1.1.03,Egg,-0.76,-2.91,-1.55,,
2015,May,1,1.1.03,Egg,0.34,-2.54,-0.78,,
2015,June,1,1.1.03,Egg,5.17,4.77,5.01,,
2015,July,1,1.1.03,Egg,3.65,1.27,2.72,,
2015,August,1,1.1.03,Egg,2.97,1.37,2.39,,
2015,September,1,1.1.03,Egg,2.46,-0.69,1.19,,
2015,October,1,1.1.03,Egg,2.11,-1.61,0.68,,
2015,November,1,1.1.03,Egg,1.5,-0.98,0.5,,
2015,December,1,1.1.03,Egg,1.23,0.63,1.05,,
2016,January,1,1.1.03,Egg,3.6,4.27,3.88,,
2016,February,1,1.1.03,Egg,4.59,9.04,6.28,,
2016,March,1,1.1.03,Egg,5.21,8.99,6.68,,
2016,April,1,1.1.03,Egg,5.29,9,6.64,,
2016,May,1,1.1.03,Egg,6.05,14.11,9.04,,
2016,June,1,1.1.03,Egg,3.69,8.27,5.51,,
2016,July,1,1.1.03,Egg,6.23,14.31,9.34,,
2016,August,1,1.1.03,Egg,7.42,13.21,9.58,,
2016,September,1,1.1.03,Egg,8.12,12.98,9.94,,
2016,October,1,1.1.03,Egg,7.7,12.42,9.5,,
2016,November,1,1.1.03,Egg,7.31,10.37,8.55,,
2016,December,1,1.1.03,Egg,6.73,6.14,6.49,,
2017,January,1,1.1.03,Egg,4.27,0.45,2.8,,
2017,February,1,1.1.03,Egg,1.25,-0.77,0.47,,
2017,March,1,1.1.03,Egg,2.96,3.8,3.21,,
2017,April,1,1.1.03,Egg,3,3.84,3.36,,
2017,May,1,1.1.03,Egg,1.93,-1.1,0.72,,
2017,June,1,1.1.03,Egg,1.11,-1.99,-0.16,,
2017,July,1,1.1.03,Egg,0.15,-5.27,-2.04,,
2017,August,1,1.1.03,Egg,-0.23,-4.04,-1.75,,
2017,September,1,1.1.03,Egg,0,-0.69,-0.23,,
2017,October,1,1.1.03,Egg,0.69,0.84,0.77,,
2017,November,1,1.1.03,Egg,7.58,9.4,8.26,,
2017,December,1,1.1.03,Egg,10.03,8.15,9.26,,
2018,January,1,1.1.03,Egg,9.02,8.3,8.7,,
2018,February,1,1.1.03,Egg,8.74,8.2,8.51,,
2018,March,1,1.1.03,Egg,8.7,5.53,7.54,,
2018,April,1,1.1.03,Egg,6.92,5.06,6.19,,
2018,May,1,1.1.03,Egg,6.86,3.9,5.78,,
2018,June,1,1.1.03,Egg,6.8,4.36,5.85,,
2018,July,1,1.1.03,Egg,7.32,7.5,7.41,,
2018,August,1,1.1.03,Egg,7,6.47,6.81,,
2018,September,1,1.1.03,Egg,4.67,2.39,3.76,,
2018,October,1,1.1.03,Egg,2.75,1.6,2.29,,
2018,November,1,1.1.03,Egg,-2.7,-6.07,-4.06,,
2018,December,1,1.1.03,Egg,-5.11,-3.29,-4.41,,
2019,January,1,1.1.03,Egg,-3.89,-0.07,-2.44,,
2019,February,1,1.1.03,Egg,-1.07,3.86,0.86,,
2019,March,1,1.1.03,Egg,-0.93,5.46,1.45,,
2019,April,1,1.1.03,Egg,-0.88,6.57,1.94,,
2019,May,1,1.1.03,Egg,-0.74,5.98,1.8,,
2019,June,1,1.1.03,Egg,-0.37,4.85,1.62,,
2019,July,1,1.1.03,Egg,-0.65,2.44,0.57,,
2019,August,1,1.1.03,Egg,-1.44,3.07,0.29,,
2019,September,1,1.1.03,Egg,1.24,6.63,3.33,,
2019,October,1,1.1.03,Egg,4.9,8.39,6.26,,
2019,November,1,1.1.03,Egg,5.19,7.69,6.2,,
2019,December,1,1.1.03,Egg,8.81,8.93,8.86,,
2020,January,1,1.1.03,Egg,11.07,9.41,10.49,,
2020,February,1,1.1.03,Egg,8.48,5.37,7.28,,
2020,March,1,1.1.03,Egg,6.42,4.2,5.56,,
2020,June,1,1.1.03,Egg,9.69,10.11,9.87,,
2020,July,1,1.1.03,Egg,7.23,8.42,7.71,,
2020,August,1,1.1.03,Egg,9.04,11.72,10.11,,
2020,September,1,1.1.03,Egg,15.11,16.38,15.62,,
2020,October,1,1.1.03,Egg,21.53,22.25,21.74,,
2020,November,1,1.1.03,Egg,20.58,20.15,20.4,,
2020,December,1,1.1.03,Egg,15.99,16.07,16.02,,
2021,January,1,1.1.03,Egg,13.62,11.91,12.91,,
2021,February,1,1.1.03,Egg,11.33,11.1,11.2,,
2021,March,1,1.1.03,Egg,10.57,10.61,10.6,,
2021,April,1,1.1.03,Egg,11.23,9.55,10.62,,
2021,May,1,1.1.03,Egg,15.16,15.33,15.22,,
2021,June,1,1.1.03,Egg,20.01,18.24,19.35,,
2021,July,1,1.1.03,Egg,21.56,19.74,20.82,,
2021,August,1,1.1.03,Egg,18.06,13.48,16.26,,
2021,September,1,1.1.03,Egg,8.04,5.64,7.06,,
2021,October,1,1.1.03,Egg,-0.87,-2.2,-1.38,,
2021,November,1,1.1.03,Egg,-1.1,-1.63,-1.31,,
2021,December,1,1.1.03,Egg,1.79,0.9,1.48,,
2022,January,1,1.1.03,Egg,2.06,2.5,2.23,,
2022,February,1,1.1.03,Egg,4.46,3.7,4.15,,
2022,March,1,1.1.03,Egg,2.88,1.82,2.44,,
2022,April,1,1.1.03,Egg,0.67,-1.08,-0.06,,
2022,May,1,1.1.03,Egg,-4.27,-5.14,-4.64,,
2022,June,1,1.1.03,Egg,-5.41,-5.47,-5.48,,
2022,July,1,1.1.03,Egg,-3.38,-4.54,-3.84,,
2022,August,1,1.1.03,Egg,-4.65,-4.43,-4.57,,
2022,September,1,1.1.03,Egg,-1.74,-1.84,-1.79,,
2022,October,1,1.1.03,Egg,0.12,-0.64,-0.18,,
2022,November,1,1.1.03,Egg,5.07,4.45,4.86,,
2022,December,1,1.1.03,Egg,7.14,6.61,6.91,,
2023,January,1,1.1.03,Egg,8.37,9.38,8.78,,
2023,February,1,1.1.03,Egg,3.93,4.65,4.27,,
2023,March,1,1.1.03,Egg,3.57,5.66,4.41,,
2023,April,1,1.1.03,Egg,2.07,4.74,3.1,,
2023,May,1,1.1.03,Egg,5.95,7.68,6.65,,
2023,June,1,1.1.03,Egg,6.78,7.29,7.03,,
2023,July,1,1.1.03,Egg,3.27,4.64,3.82,,
2023,August,1,1.1.03,Egg,3.51,5.57,4.31,,
2023,September,1,1.1.03,Egg,5.62,7.78,6.48,,
2023,October,1,1.1.03,Egg,8.75,10.12,9.3,,
2023,November,1,1.1.03,Egg,5.66,6.33,5.9,,
2023,December,1,1.1.03,Egg,4.23,4.64,4.36,,
2024,January,1,1.1.03,Egg,6.17,4.62,5.55,,
2024,February,1,1.1.03,Egg,10.58,10.89,10.69,,
2024,March,1,1.1.03,Egg,10.81,9.65,10.33,,
2024,April,1,1.1.03,Egg,7.33,6.84,7.13,,
2024,May,1,1.1.03,Egg,8.13,7.02,7.68,,
2024,June,1,1.1.03,Egg,4.14,4.05,4.1,,
2024,July,1,1.1.03,Egg,6.94,6.71,6.82,,
2024,August,1,1.1.03,Egg,7.92,5.89,7.08,,
2024,September,1,1.1.03,Egg,6.61,5.97,6.36,,
2024,October,1,1.1.03,Egg,4.81,5.12,4.93,,
2024,November,1,1.1.03,Egg,4.67,5.13,4.84,,
2024,December,1,1.1.03,Egg,6.44,7.47,6.85,,
2025,January,1,1.1.03,Egg,0.59,2.28,1.27,,
2025,February,1,1.1.03,Egg,-3.37,-2.3,-2.96,,
2025,March,1,1.1.03,Egg,-3.79,-2.11,-3.1,,
2025,April,1,1.1.03,Egg,0.44,1.3,0.83,,
2025,May,1,1.1.03,Egg,0.11,1.43,0.64,,
2014,January,1,1.1.04,Milk and products,9.06,9.65,9.29,,
2014,February,1,1.1.04,Milk and products,9.11,10.77,9.72,,
2014,March,1,1.1.04,Milk and products,9.94,11.41,10.47,,
2014,April,1,1.1.04,Milk and products,10.07,11.75,10.69,,
2014,May,1,1.1.04,Milk and products,9.77,12.89,10.86,,
2014,June,1,1.1.04,Milk and products,10.16,12.21,10.94,,
2014,July,1,1.1.04,Milk and products,10.34,12.28,11.11,,
2014,August,1,1.1.04,Milk and products,10.82,12.21,11.31,,
2014,September,1,1.1.04,Milk and products,10.54,11.95,11.04,,
2014,October,1,1.1.04,Milk and products,10.3,11.5,10.79,,
2014,November,1,1.1.04,Milk and products,9.93,11.25,10.4,,
2014,December,1,1.1.04,Milk and products,9.14,10.73,9.79,,
2015,January,1,1.1.04,Milk and products,9.18,10.21,9.55,,
2015,February,1,1.1.04,Milk and products,9.39,9.03,9.21,,
2015,March,1,1.1.04,Milk and products,8.53,8.35,8.53,,
